activeDuration,activityLevel,activityName,activityTypeId,averageHeartRate,calories,caloriesLink,distance,distanceUnit,duration,elevationGain,heartRateLink,heartRateZones,lastModified,logId,logType,manualValuesSpecified,originalDuration,originalStartTime,pace,source,speed,startTime,steps,tcxLink
1024000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 3, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 9, 'name': 'very'}]",Walk,90013,105,128,https://api.fitbit.com/1/user/-/activities/calories/date/2018-11-30/2018-11-30/1min/time/22:02/22:19.json,,,1024000,20.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-11-30/2018-11-30/1sec/time/22:02:17/22:19:21.json,"[{'max': 98, 'min': 30, 'minutes': 3, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 14, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-12-01T03:24:02.000Z,18410011699,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1024000,2018-11-30T22:02:17.000-05:00,,,,2018-11-30T22:02:17.000-05:00,1327,https://api.fitbit.com/1/user/-/activities/18410011699.tcx
7032000,"[{'minutes': 8, 'name': 'sedentary'}, {'minutes': 6, 'name': 'lightly'}, {'minutes': 32, 'name': 'fairly'}, {'minutes': 71, 'name': 'very'}]",Weights,2131,124,952,https://api.fitbit.com/1/user/-/activities/calories/date/2018-12-01/2018-12-01/1min/time/12:54/14:51.json,1.129827,Mile,7035000,57.001312,https://api.fitbit.com/1/user/-/activities/heart/date/2018-12-01/2018-12-01/1sec/time/12:54:13/14:51:28.json,"[{'max': 98, 'min': 30, 'minutes': 0, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 105, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 12, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-12-01T20:01:55.000Z,18419138054,tracker,"{'calories': False, 'distance': False, 'steps': False}",7035000,2018-12-01T12:54:13.000-05:00,,"{'id': '133268675', 'name': 'Charge 3', 'type': 'tracker', 'url': 'https://www.fitbit.com/'}",,2018-12-01T12:54:13.000-05:00,2733,https://api.fitbit.com/1/user/-/activities/18419138054.tcx
1180000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 15, 'name': 'very'}]",Walk,90013,123,185,https://api.fitbit.com/1/user/-/activities/calories/date/2018-12-01/2018-12-01/1min/time/14:53/15:13.json,,,1180000,70.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-12-01/2018-12-01/1sec/time/14:53:34/15:13:14.json,"[{'max': 98, 'min': 30, 'minutes': 0, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 20, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-12-01T20:44:07.000Z,18421962498,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1180000,2018-12-01T14:53:34.000-05:00,,,,2018-12-01T14:53:34.000-05:00,1507,https://api.fitbit.com/1/user/-/activities/18421962498.tcx
3276000,"[{'minutes': 9, 'name': 'sedentary'}, {'minutes': 7, 'name': 'lightly'}, {'minutes': 13, 'name': 'fairly'}, {'minutes': 25, 'name': 'very'}]",Walk,90013,102,356,https://api.fitbit.com/1/user/-/activities/calories/date/2018-12-02/2018-12-02/1min/time/13:36/14:30.json,,,3276000,30.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-12-02/2018-12-02/1sec/time/13:36:23/14:30:59.json,"[{'max': 98, 'min': 30, 'minutes': 16, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 37, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 1, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-12-02T19:36:03.000Z,18434915405,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",3276000,2018-12-02T13:36:23.000-05:00,,,,2018-12-02T13:36:23.000-05:00,3723,https://api.fitbit.com/1/user/-/activities/18434915405.tcx
3987000,"[{'minutes': 5, 'name': 'sedentary'}, {'minutes': 12, 'name': 'lightly'}, {'minutes': 18, 'name': 'fairly'}, {'minutes': 31, 'name': 'very'}]",Weights,2131,119,495,https://api.fitbit.com/1/user/-/activities/calories/date/2018-12-03/2018-12-03/1min/time/8:44/9:51.json,0.79586,Mile,3994000,23.999344,https://api.fitbit.com/1/user/-/activities/heart/date/2018-12-03/2018-12-03/1sec/time/08:44:28/09:51:02.json,"[{'max': 98, 'min': 30, 'minutes': 4, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 54, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 8, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-12-03T14:59:00.000Z,18420987525,tracker,"{'calories': False, 'distance': False, 'steps': False}",3994000,2018-12-03T08:44:28.000-05:00,,"{'id': '133268675', 'name': 'Charge 3', 'type': 'tracker', 'url': 'https://www.fitbit.com/'}",,2018-12-03T08:44:28.000-05:00,1936,https://api.fitbit.com/1/user/-/activities/18420987525.tcx
973000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 8, 'name': 'fairly'}, {'minutes': 8, 'name': 'very'}]",Sport,15000,123,145,https://api.fitbit.com/1/user/-/activities/calories/date/2018-12-03/2018-12-03/1min/time/9:49/10:06.json,,,973000,,https://api.fitbit.com/1/user/-/activities/heart/date/2018-12-03/2018-12-03/1sec/time/09:49:57/10:06:10.json,"[{'max': 98, 'min': 30, 'minutes': 0, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 14, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 3, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-12-03T15:32:33.000Z,18446980712,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",973000,2018-12-03T09:49:57.000-05:00,,,,2018-12-03T09:49:57.000-05:00,1076,https://api.fitbit.com/1/user/-/activities/18446980712.tcx
1587000,"[{'minutes': 4, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 6, 'name': 'fairly'}, {'minutes': 14, 'name': 'very'}]",Walk,90013,98,182,https://api.fitbit.com/1/user/-/activities/calories/date/2018-12-04/2018-12-04/1min/time/19:27/19:53.json,,,1587000,80.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-12-04/2018-12-04/1sec/time/19:27:22/19:53:49.json,"[{'max': 98, 'min': 30, 'minutes': 12, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 14, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-12-05T01:00:44.000Z,18484697965,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1587000,2018-12-04T19:27:22.000-05:00,,,,2018-12-04T19:27:22.000-05:00,2007,https://api.fitbit.com/1/user/-/activities/18484697965.tcx
1229000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 18, 'name': 'very'}]",Walk,90013,117,193,https://api.fitbit.com/1/user/-/activities/calories/date/2018-12-05/2018-12-05/1min/time/8:30/8:51.json,,,1229000,70.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-12-05/2018-12-05/1sec/time/08:30:51/08:51:20.json,"[{'max': 98, 'min': 30, 'minutes': 0, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 21, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-12-05T14:05:47.000Z,18492106920,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1229000,2018-12-05T08:30:51.000-05:00,,,,2018-12-05T08:30:51.000-05:00,1985,https://api.fitbit.com/1/user/-/activities/18492106920.tcx
3225000,"[{'minutes': 14, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 34, 'name': 'very'}]",Weights,2131,127,414,https://api.fitbit.com/1/user/-/activities/calories/date/2018-12-05/2018-12-05/1min/time/8:53/9:46.json,0.828545,Mile,3228000,91.000656,https://api.fitbit.com/1/user/-/activities/heart/date/2018-12-05/2018-12-05/1sec/time/08:53:07/09:46:55.json,"[{'max': 98, 'min': 30, 'minutes': 0, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 34, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 4, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-12-05T15:04:50.000Z,18477299664,tracker,"{'calories': False, 'distance': False, 'steps': False}",3228000,2018-12-05T08:53:07.000-05:00,,"{'id': '133268675', 'name': 'Charge 3', 'type': 'tracker', 'url': 'https://www.fitbit.com/'}",,2018-12-05T08:53:07.000-05:00,1986,https://api.fitbit.com/1/user/-/activities/18477299664.tcx
1536000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 22, 'name': 'very'}]",Walk,90013,114,229,https://api.fitbit.com/1/user/-/activities/calories/date/2018-12-05/2018-12-05/1min/time/18:24/18:50.json,,,1536000,10.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-12-05/2018-12-05/1sec/time/18:24:49/18:50:25.json,"[{'max': 98, 'min': 30, 'minutes': 1, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 25, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-12-05T23:54:24.000Z,18505903974,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1536000,2018-12-05T18:24:49.000-05:00,,,,2018-12-05T18:24:49.000-05:00,2630,https://api.fitbit.com/1/user/-/activities/18505903974.tcx
