activeDuration,activityLevel,activityName,activityTypeId,averageHeartRate,calories,caloriesLink,duration,elevationGain,heartRateLink,heartRateZones,lastModified,logId,logType,manualValuesSpecified,originalDuration,originalStartTime,source,startTime,steps,tcxLink
4986000,"[{'minutes': 5, 'name': 'sedentary'}, {'minutes': 9, 'name': 'lightly'}, {'minutes': 28, 'name': 'fairly'}, {'minutes': 41, 'name': 'very'}]",Workout,3000,113.0,604,https://api.fitbit.com/1/user/-/activities/calories/date/2018-07-19/2018-07-19/1min/time/8:22/9:45.json,4986000,52.001312,https://api.fitbit.com/1/user/-/activities/heart/date/2018-07-19/2018-07-19/1sec/time/08:22:36/09:45:42.json,"[{'max': 98, 'min': 30, 'minutes': 5, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 78, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-07-19T15:29:55.000Z,15626916064,tracker,"{'calories': False, 'distance': False, 'steps': False}",4986000,2018-07-19T08:22:36.000-04:00,"{'id': '80357337', 'name': 'Charge 2', 'type': 'tracker', 'url': 'https://www.fitbit.com/'}",2018-07-19T08:22:36.000-04:00,1603,https://api.fitbit.com/1/user/-/activities/15626916064.tcx
5355000,"[{'minutes': 7, 'name': 'sedentary'}, {'minutes': 31, 'name': 'lightly'}, {'minutes': 22, 'name': 'fairly'}, {'minutes': 29, 'name': 'very'}]",Workout,3000,113.0,634,https://api.fitbit.com/1/user/-/activities/calories/date/2018-07-25/2018-07-25/1min/time/8:03/9:32.json,5355000,65.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-07-25/2018-07-25/1sec/time/08:03:18/09:32:33.json,"[{'max': 98, 'min': 30, 'minutes': 6, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 83, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-07-26T21:34:08.000Z,15786247081,tracker,"{'calories': False, 'distance': False, 'steps': False}",5355000,2018-07-25T08:03:18.000-04:00,"{'id': '80357337', 'name': 'Charge 2', 'type': 'tracker', 'url': 'https://www.fitbit.com/'}",2018-07-25T08:03:18.000-04:00,1827,https://api.fitbit.com/1/user/-/activities/15786247081.tcx
1280000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 19, 'name': 'very'}]",Walk,90013,110.0,188,https://api.fitbit.com/1/user/-/activities/calories/date/2018-07-25/2018-07-25/1min/time/18:38/18:59.json,1280000,37.831365,https://api.fitbit.com/1/user/-/activities/heart/date/2018-07-25/2018-07-25/1sec/time/18:38:27/18:59:47.json,"[{'max': 98, 'min': 30, 'minutes': 2, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 19, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-07-26T21:34:10.000Z,15794025101,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1280000,2018-07-25T18:38:27.000-04:00,,2018-07-25T18:38:27.000-04:00,2085,https://api.fitbit.com/1/user/-/activities/15794025101.tcx
1306000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 7, 'name': 'fairly'}, {'minutes': 13, 'name': 'very'}]",Workout,3000,119.0,169,https://api.fitbit.com/1/user/-/activities/calories/date/2018-08-02/2018-08-02/1min/time/8:25/8:46.json,1307000,26.000656,https://api.fitbit.com/1/user/-/activities/heart/date/2018-08-02/2018-08-02/1sec/time/08:25:05/08:46:52.json,"[{'max': 98, 'min': 30, 'minutes': 0, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 20, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 1, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-08-06T12:26:58.000Z,16007591095,tracker,"{'calories': False, 'distance': False, 'steps': False}",1307000,2018-08-02T08:25:05.000-05:00,"{'id': '80357337', 'name': 'Charge 2', 'type': 'tracker', 'url': 'https://www.fitbit.com/'}",2018-08-02T08:25:05.000-05:00,609,https://api.fitbit.com/1/user/-/activities/16007591095.tcx
921000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 12, 'name': 'very'}]",Walk,90013,109.0,125,https://api.fitbit.com/1/user/-/activities/calories/date/2018-08-03/2018-08-03/1min/time/7:06/7:22.json,921000,0.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-08-03/2018-08-03/1sec/time/07:06:46/07:22:07.json,"[{'max': 98, 'min': 30, 'minutes': 2, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 14, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-08-06T12:27:03.000Z,16011079523,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",921000,2018-08-03T07:06:46.000-05:00,,2018-08-03T07:06:46.000-05:00,1554,https://api.fitbit.com/1/user/-/activities/16011079523.tcx
3857000,"[{'minutes': 7, 'name': 'sedentary'}, {'minutes': 28, 'name': 'lightly'}, {'minutes': 12, 'name': 'fairly'}, {'minutes': 17, 'name': 'very'}]",Workout,3000,114.0,432,https://api.fitbit.com/1/user/-/activities/calories/date/2018-08-03/2018-08-03/1min/time/7:31/8:35.json,3857000,53.999344,https://api.fitbit.com/1/user/-/activities/heart/date/2018-08-03/2018-08-03/1sec/time/07:31:29/08:35:46.json,"[{'max': 98, 'min': 30, 'minutes': 3, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 59, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 2, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-08-06T12:26:58.000Z,16007591096,tracker,"{'calories': False, 'distance': False, 'steps': False}",3857000,2018-08-03T07:31:29.000-05:00,"{'id': '80357337', 'name': 'Charge 2', 'type': 'tracker', 'url': 'https://www.fitbit.com/'}",2018-08-03T07:31:29.000-05:00,1215,https://api.fitbit.com/1/user/-/activities/16007591096.tcx
1126000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 4, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 10, 'name': 'very'}]",Walk,90013,104.0,141,https://api.fitbit.com/1/user/-/activities/calories/date/2018-08-03/2018-08-03/1min/time/21:40/21:59.json,1126000,60.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-08-03/2018-08-03/1sec/time/21:40:35/21:59:21.json,"[{'max': 98, 'min': 30, 'minutes': 5, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 14, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-08-06T12:27:03.000Z,16011079525,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1126000,2018-08-03T21:40:35.000-05:00,,2018-08-03T21:40:35.000-05:00,1339,https://api.fitbit.com/1/user/-/activities/16011079525.tcx
921000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 12, 'name': 'very'}]",Walk,90013,98.0,128,https://api.fitbit.com/1/user/-/activities/calories/date/2018-08-04/2018-08-04/1min/time/15:00/15:16.json,921000,10.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-08-04/2018-08-04/1sec/time/15:00:48/15:16:09.json,"[{'max': 98, 'min': 30, 'minutes': 8, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 7, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-08-06T12:27:03.000Z,16011079527,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",921000,2018-08-04T15:00:48.000-05:00,,2018-08-04T15:00:48.000-05:00,1574,https://api.fitbit.com/1/user/-/activities/16011079527.tcx
1024000,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 10, 'name': 'very'}]",Walk,90013,105.0,132,https://api.fitbit.com/1/user/-/activities/calories/date/2018-08-04/2018-08-04/1min/time/16:03/16:21.json,1024000,40.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-08-04/2018-08-04/1sec/time/16:03:56/16:21:00.json,"[{'max': 98, 'min': 30, 'minutes': 3, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 14, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-08-06T12:27:03.000Z,16011079529,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1024000,2018-08-04T16:03:56.000-05:00,,2018-08-04T16:03:56.000-05:00,1483,https://api.fitbit.com/1/user/-/activities/16011079529.tcx
1229000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 3, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 16, 'name': 'very'}]",Walk,90013,,168,https://api.fitbit.com/1/user/-/activities/calories/date/2018-08-05/2018-08-05/1min/time/11:09/11:29.json,1229000,0.0,,,2018-08-06T12:27:03.000Z,16011079532,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1229000,2018-08-05T11:09:07.000-05:00,,2018-08-05T11:09:07.000-05:00,1920,
